Genes,ACE2,ALKBH8,AMOTL1,ANK2,ARID5A,ASB17,ASH2L,ASZ1,ATRX,BAHD1,BBS1,BRINP3,C15orf56,C2orf91,CAB39,CALCR,CALM1,CBARP,CCDC7,CCHCR1,CCNL2,CCT3,CD40,CDK11B,CDK16,CFAP46,CK1E,COL23A1,COL25A1,COL4A4,CPHXL,CRYZ,CT75,CTNNAL1,CUL4B,DDHD1,DDN,DEPDC1,DIS3L,DNMT3B,ECT2,EFEMP1,EHD2,EXD2,EYA1,FAAH,FADS1,FAM135A,FAM13A,FAM47A,FASLG,FBXL14,FBXO40,FGD1,FKRP,FLNC,GABRA1,GIT1,GPR179,GRM8,H2AZ2,H2BC11,H416,HBB_1,HBB_2,hCG_16515,hCG_1740238,hCG_1777785,hCG_1817226,hCG_1993756,hCG_2011944,hCG_2022394,hCG_2032677,hCG_2032754,hCG_2036659,hCG_2038111,hCG_2045472,HKDC1,HLA-B,HSP90AA5P,HSPA8P20,HTATSF1P2,IDUA,IFT27,IGHV,IGHV459,IL6R,IMPA1,KCNMA1,KCTD3,KMT2A,KRT1,KRT5,LENG9,LHX4,LINC01987,LOC102724788,LOC107985971,LOC107986791,LOC399900,LOC554249,MED12L,MEGF8,MYEF2,MYH2,MYH7,MYO1B,NAB2,NAGPA,NARS1,NBAS,NBEAL1,NCOR2,NFYB,NPSR1AS1,OLFML2B,OR10Z1,PDHA2,PGP,PHF1,PIH1D1,PITRM1,PMFBP1,PNMA6A,POLR3C,PRDX2,PRKCI,PROM2,PSKH2,PTK2B,PYCR1,RBM39,RGS12,RGS9,RIMS1,RNF212B,RPEL1,S100A8,SAC3D1,SCGB1C1,SCMH1,SFTPA2,SLC17A7,SLC22A11,SLC22A23,SLC25A20,SLC25A29,SLC50A1,SLC6A8,SREK1,TAF1,TATDN2,Tcr-alpha,TERF2,TFAP2A,THSD7A,TJP2,TMEM200B,TRRAP,TSPAN19,TTN,TWISTNB,UBAC2,UBTFL1,UNC13A,VARS,WDR34,ZCCHC24,ZFP42,ZNF234,ZNF608
1,0,0,14.76025,15.71062,0,0,14.04003,0,16.2498,14.39412,16.30735,15.1083,14.71386,14.90451,18.31363,0,0,0,15.58121,0,0,14.0386,0,0,0,13.50434,14.67268,14.729,15.4627,0,0,0,0,0,15.38628,0,0,14.92914,0,15.4045,15.6934,0,12.90949,0,15.15329,14.65791,0,0,15.27238,0,0,15.13923,14.72078,0,0,12.39784,0,14.91325,0,15.11331,17.33245,0,17.18892,0,15.55331,0,0,14.0792,0,0,0,14.17705,0,0,0,14.75394,0,0,0,14.06371,0,0,0,14.29405,0,0,14.22429,15.44002,0,15.55301,0,15.15879,15.66466,14.46006,14.98995,15.57919,0,0,15.19544,14.78515,0,0,0,15.19457,0,0,0,15.87452,0,0,14.86652,16.14096,0,0,16.05968,0,0,0,16.15226,0,0,0,0,0,0,0,0,14.79315,15.4761,0,14.74367,0,0,16.4091,0,0,15.51505,16.015,0,0,16.03299,0,0,0,14.07336,18.24776,14.72672,0,0,0,0,0,0,0,15.57389,13.09601,14.50687,0,0,0,0,0,0,14.27713,0,15.06457,15.51275,14.35457,0,0,14.76894
1,15.86021,0,15.73296,0,0,0,0,15.20634,16.39743,15.11571,16.50237,0,15.27426,15.37355,18.21462,0,15.83916,0,0,15.29961,15.31743,0,16.16363,15.55864,15.21348,14.0923,0,0,15.91357,15.31079,0,0,0,15.44682,15.31844,0,15.93874,15.6765,0,15.32445,0,14.90687,0,0,0,0,0,15.73074,15.56079,0,14.70494,15.19372,0,0,0,0,0,15.40169,16.53041,0,17.91632,0,0,16.97084,17.56944,0,0,14.74923,0,0,15.11874,0,0,0,0,0,15.53214,0,0,14.65082,15.19733,0,0,0,0,0,0,16.35408,0,15.86784,0,15.61974,15.71456,15.14807,0,15.73378,16.29066,0,15.24448,0,0,0,15.55968,0,0,0,0,16.05677,14.86908,0,15.35241,16.27279,0,0,16.26145,0,0,15.71594,16.25224,0,0,0,0,0,15.10783,0,15.07697,15.31375,0,0,0,0,0,16.84436,16.89981,16.04291,0,16.60132,0,0,16.2333,15.92286,15.62712,0,0,0,15.14155,16.33771,17.04132,0,16.14937,0,0,0,0,0,0,0,15.62682,0,0,0,0,14.44772,0,16.14221,15.73353,14.93758,0,0,0
1,0,15.80889,15.88212,0,0,0,0,0,16.29156,15.36842,16.93626,18.23502,15.40461,15.54492,0,0,15.90531,0,15.67056,0,0,0,0,0,16.26823,14.24786,15.24433,0,16.1942,0,0,0,0,15.51429,15.34557,0,0,0,0,15.85406,0,0,0,15.10445,0,15.88585,15.06495,15.8312,0,0,0,15.31913,0,0,15.29909,0,0,0,16.58239,0,17.97407,0,17.7332,16.95119,17.64927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23957,0,0,0,0,0,15.40168,0,16.24755,0,16.29299,0,15.68704,15.67007,0,0,0,0,0,15.31058,0,0,0,16.02004,15.84004,0,0,0,16.125,0,0,0,16.30516,0,0,16.3017,0,0,15.9508,0,15.50357,0,0,0,0,0,0,15.30616,15.2951,15.66481,15.31142,0,0,0,16.90756,16.96811,16.01951,0,17.21955,0,15.67173,16.1475,16.04612,15.65245,0,0,18.09141,0,16.37602,17.10606,0,16.02623,15.30441,0,16.12299,15.85572,0,0,16.01311,0,0,15.71829,15.50899,16.20529,0,0,16.32197,15.73523,15.56752,15.95049,15.24005,0
1,15.77139,15.58933,15.58458,15.89248,0,17.06906,0,0,15.83038,15.4053,0,0,15.15467,0,0,0,15.78646,0,0,15.78826,0,16.30655,16.38564,15.5882,16.37202,0,0,0,0,15.79519,0,0,0,15.6063,0,0,0,15.637,0,0,0,0,0,0,16.02225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.74807,0,16.30331,0,17.40351,14.9663,0,15.36305,0,0,0,0,0,0,15.75965,0,0,0,0,0,0,17.91442,0,0,0,0,0,16.16928,0,16.29843,0,0,15.52305,0,0,16.01472,0,0,15.33258,15.38824,0,0,15.88961,15.70083,0,14.97282,0,15.929,14.69963,0,0,16.10898,0,0,0,15.01555,0,15.89943,0,0,0,0,0,0,0,16.04514,15.252,0,15.81878,15.30315,15.21162,0,0,16.71449,16.90437,15.86324,15.94976,16.95666,0,0,15.80135,0,15.61036,0,0,0,0,16.27954,16.95078,0,15.79502,0,17.00604,0,15.86035,13.87469,15.09054,0,0,0,15.25808,0,0,0,0,15.97599,15.68923,15.76681,0,0,0
1,0,0,0,15.75393,13.96838,12.53404,13.17358,0,15.24262,0,0,0,0,0,18.28918,0,0,14.40074,15.55017,0,0,0,0,0,0,14.7526,0,0,0,13.6605,0,0,0,14.85372,15.13686,0,0,0,0,0,0,0,0,13.25805,14.58452,0,0,13.89873,13.39917,0,0,0,0,0,0,0,0,0,0,0,0,15.16313,0,0,13.21911,0,0,0,13.30066,0,0,13.69864,0,0,0,0,13.93552,0,12.71867,0,0,16.28605,0,13.32271,0,0,0,13.59522,0,0,0,15.15045,0,0,0,0,0,0,12.86817,13.21556,14.3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.53676,0,15.2006,0,0,0,13.65976,0,0,0,0,0,0,0,12.99504,14.49887,0,14.32329,13.31617,0,0,0,0,0,0,0,0,12.51242,13.90353,14.51803,0,0,0,0,14.74801,14.91737,0,15.64102,15.8932,0,13.42393,0,0,0,0,0,0,14.89886,0,12.65752,0,0,0,0,13.67318,0
1,0,14.49707,0,15.47788,0,0,0,0,0,0,0,0,0,0,18.3195,0,0,0,15.46888,0,0,0,15.66939,0,0,14.85034,0,0,0,13.59443,0,0,0,0,15.05281,0,0,0,0,0,0,0,12.95313,0,0,0,0,0,0,0,13.72244,0,0,0,0,0,14.20779,0,0,14.64233,0,0,0,0,13.62195,13.93117,0,0,15.19178,0,0,0,0,0,0,13.50083,0,15.13128,0,13.59899,0,19.10939,0,0,0,0,0,0,0,14.99284,0,0,0,0,0,0,0,13.98456,0,0,16.97051,0,0,0,0,0,0,0,0,0,0,15.36994,0,0,0,13.65078,0,15.29786,0,0,13.14159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.36977,0,13.80941,0,0,0,15.57603,0,13.95503,0,0,0,0,0,13.50314,0,0,0,0,15.10748,14.56202,0,0,0,0,0,0,0,14.52498,13.78559
1,0,0,0,15.07201,0,0,0,0,15.48009,13.90162,0,0,13.33579,0,17.42699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58526,0,0,13.58006,0,15.08266,0,0,0,0,0,15.38277,0,0,0,0,0,0,0,0,0,0,0,14.21568,0,0,0,0,0,0,0,0,0,15.85773,0,13.70552,0,0,0,15.16132,0,0,0,0,0,0,0,13.83313,15.19969,0,0,0,19.30874,0,13.60078,0,13.60056,0,0,0,15.37386,0,14.86504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96823,0,15.71327,0,0,0,0,0,15.44164,0,0,0,0,0,13.2582,0,0,0,0,0,0,0,0,0,14.28836,0,0,0,0,14.61785,0,0,0,0,15.64909,15.17204,0,0,0,0,13.53132,0,0,0,0,0,18.54592,15.34295,0,13.36017,13.83342,0,0,13.8917,15.13339,14.49496,0,0,0,0,13.64344,0,15.50533,0,0
1,0,0,0,15.80222,0,0,0,12.87423,15.32784,0,0,0,0,0,16.61102,0,0,0,0,14.64222,0,0,0,0,0,0,0,0,0,13.43266,0,0,0,0,14.95224,0,0,0,0,0,0,0,13.5453,0,0,0,0,0,0,13.87719,13.73078,0,13.94627,0,0,0,0,0,0,14.6746,0,0,0,0,13.73344,13.70038,0,0,0,0,0,13.19425,0,0,0,0,0,15.16652,0,0,0,19.14903,13.95713,0,0,0,0,0,0,15.64406,0,0,0,0,0,0,0,0,0,0,16.98897,0,0,0,0,14.45477,14.16221,0,15.58248,0,0,0,0,0,0,0,0,14.89733,0,0,0,0,0,0,0,0,12.49294,0,0,0,0,0,0,13.90213,0,14.58052,0,0,0,0,0,15.83961,0,13.79698,14.53853,0,0,0,0,0,0,0,18.44209,0,0,0,0,13.19792,0,14.11961,15.13675,0,0,14.10056,0,0,0,14.66039,0,0,13.41278
1,0,0,0,0,0,0,0,0,15.19671,0,0,18.74136,12.95111,0,18.30905,0,0,14.48549,0,0,0,0,0,0,0,13.29281,0,0,0,13.11867,0,12.95338,0,0,0,0,0,0,0,0,0,0,13.84466,0,0,0,0,0,13.53432,13.63721,13.31864,0,13.31413,0,0,0,0,0,0,0,0,0,0,0,13.03301,0,0,0,0,0,0,0,0,0,0,13.45686,0,0,0,0,15.44132,18.02307,14.16315,0,0,0,0,0,0,0,0,14.52073,12.7249,0,0,0,0,13.93766,0,0,16.13414,0,14.17708,0,0,14.59188,14.57871,0,14.56779,13.35092,0,0,0,0,0,0,17.0224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.65656,15.8476,0,13.89496,14.67373,0,0,15.32518,0,13.98919,0,0,17.52249,0,0,0,14.61687,0,0,14.06771,13.22814,0,0,14.17642,0,0,0,0,0,0,0
1,0,0,0,15.81631,0,0,0,0,15.25091,13.19731,0,0,0,0,16.84783,0,10.02022,14.1351,15.53179,0,0,0,0,0,0,0,0,0,0,13.0266,0,0,0,0,0,0,0,0,0,0,0,0,13.74883,0,0,0,0,0,13.5911,13.64118,13.37928,0,0,0,0,11.53302,0,0,0,14.58024,0,14.0051,0,0,13.00544,13.67104,0,0,0,0,0,0,0,0,0,13.4931,13.65107,0,0,0,15.35893,18.15724,14.55362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.27938,0,0,0,0,14.44497,14.46368,0,0,0,0,0,0,0,0,0,0,0,0,13.04011,12.64628,13.13685,0,0,0,0,0,0,0,0,14.94198,0,0,0,0,0,0,0,0,0,15.61057,15.92971,0,13.71962,0,0,0,0,0,13.80189,0,0,17.63283,15.04248,0,0,0,13.09866,11.93161,14.1135,13.2938,13.87787,0,0,0,0,0,0,0,0,13.21795
1,12.80603,0,13.42997,0,13.51323,12.69955,0,0,0,13.64015,0,0,14.30543,13.17631,0,12.31006,14.74514,14.39346,0,14.78601,13.73358,0,15.43058,0,0,13.97206,0,14.04653,14.88215,13.85016,12.29507,0,0,0,0,0,0,14.89732,0,11.54324,15.41409,0,12.868,0,0,12.48092,0,0,13.94778,11.23537,13.67865,10.11604,0,0,0,12.00647,0,9.206373,12.40753,14.65442,11.50289,0,15.6992,12.54745,13.85278,0,10.76206,0,14.96517,13.92475,11.10759,13.32167,11.81753,9.882523,16.04098,13.76602,0,15.93434,0,0,14.44319,19.06269,0,0,0,14.11686,0,0,0,14.8164,10.45275,10.97394,13.12356,0,0,0,10.64962,0,13.39788,13.213,16.54517,10.33609,14.41406,0,11.8225,13.91817,13.89042,14.06239,14.4913,11.47087,0,15.75448,12.82426,11.27353,0,0,0,15.03089,0,11.93858,0,14.1541,11.73396,0,0,9.605667,0,11.47816,0,9.255643,14.26165,12.87843,13.63446,14.61678,16.14738,14.37205,0,12.37994,10.91852,13.48089,15.75851,15.57069,12.78794,14.63089,14.48423,0,0,12.36184,0,0,15.38138,0,17.31438,0,0,13.03286,14.01592,13.37311,0,13.85966,16.03521,0,9.75501,0,0,0,9.527242,0,0,0,14.5016
1,14.20237,14.94124,11.09898,15.66442,15.01962,16.08956,0,14.0891,0,14.51641,0,14.2687,14.46738,0,18.10658,12.03461,14.96001,14.40858,0,0,14.54819,15.68996,15.60374,0,0,0,0,0,15.14022,0,13.65977,0,0,0,0,13.35787,0,0,0,12.13859,15.52562,0,13.0689,0,0,14.4009,0,14.84643,13.94535,11.94737,0,10.75908,15.04593,0,12.37482,11.78865,14.92204,14.17038,12.57229,0,11.7107,15.21201,16.42186,15.38817,16.5105,14.07793,11.18719,0,14.8754,12.4561,0,14.28623,12.29196,10.95432,14.9791,13.86367,14.62396,0,13.96947,14.10262,0,18.02555,13.88978,14.4272,13.54035,14.057,0,15.02098,12.34264,15.23109,14.4985,14.96688,14.49538,14.2624,0,11.66177,11.61632,0,14.55745,14.21693,15.81102,0,14.94645,15.07528,12.96732,14.09367,0,15.2068,14.24473,12.29227,0,15.5965,13.19029,13.90216,0,0,0,15.37211,0,12.92611,14.21945,14.27879,12.91456,0,13.97153,0,13.83531,14.45233,15.38595,10.74073,13.97241,0,0,15.0182,16.28542,0,15.24447,14.84404,0,14.45776,15.12715,0,14.19389,14.77834,14.4063,0,0,15.70332,14.71112,15.04847,15.14007,0,17.02922,0,0,13.41113,14.13268,14.89503,14.63968,14.35939,15.05882,0,11.1264,0,0,15.13896,10.72871,0,15.48134,14.84755,0
1,14.78333,15.02548,11.09619,15.61396,0,16.63723,0,0,15.48822,14.36486,0,18.42649,14.55072,14.48521,0,12.21543,14.92086,0,0,15.15305,14.86153,0,0,14.59985,0,0,0,14.36915,0,0,14.15075,0,14.46079,15.42646,0,0,0,0,13.0946,13.16837,0,0,13.07209,0,15.22336,0,14.57328,0,0,15.28808,14.82317,10.62505,15.13203,0,12.60696,11.92189,0,14.54145,15.55491,0,12.13214,0,16.74597,15.8926,16.88457,13.97029,11.21997,0,0,13.46215,0,14.47562,10.65914,11.21246,15.00284,13.95396,14.57446,0,0,14.12528,0,0,0,0,13.45737,14.21095,14.34009,0,12.60126,15.30203,14.69234,11.18644,14.85478,14.80075,0,12.15472,11.02415,0,14.91129,14.5306,0,13.44456,14.96631,15.36212,13.97435,14.1582,0,11.67633,0,14.50114,0,15.3375,13.64998,11.39977,0,14.18415,14.58644,15.42109,0,11.35538,14.43339,14.29754,13.22825,14.45663,14.47788,11.45993,0,10.91107,15.41914,14.4708,14.05464,12.13754,0,14.95706,16.46691,0,15.65243,15.19812,13.2295,14.62207,15.403,15.77834,14.54386,14.77313,14.24823,18.4037,0,15.90781,0,15.19549,0,0,0,0,15.21325,13.45153,14.07004,14.98594,14.59104,14.23097,0,14.62235,15.43636,0,0,0,11.29895,0,0,14.80712,14.72428
1,15.21389,0,0,0,0,0,0,0,16.52808,0,0,0,0,0,0,0,16.91734,0,15.47622,0,0,0,0,0,0,0,15.74524,15.33321,0,0,0,0,0,18.65523,0,0,16.21455,16.6741,0,15.51388,0,0,0,0,0,0,15.68702,0,0,15.65311,0,14.27859,0,0,0,16.27777,0,0,0,0,0,0,0,16.50311,15.09383,16.34801,15.58527,0,15.26873,15.18295,0,0,14.3492,0,0,0,0,18.77919,0,14.85506,0,0,0,16.12159,0,0,0,0,0,0,0,0,0,0,0,15.68915,14.92371,0,0,0,0,0,0,0,0,0,0,0,0,15.21715,0,0,0,0,16.35744,0,0,0,0,15.31472,0,0,0,0,0,15.70324,0,13.95153,16.04937,0,0,0,0,15.16256,0,0,0,0,0,0,0,0,0,0,0,18.2436,15.45125,0,0,0,16.31658,0,0,0,16.23761,0,0,0,0,0,0,0,0,0,15.85717,0,0,0,0,15.38634,0
1,15.04834,0,15.68443,0,0,0,0,0,0,0,17.42602,0,15.67499,0,18.37415,16.13715,16.91315,0,0,0,0,0,0,0,15.95978,0,0,0,0,0,0,0,0,15.66326,0,0,0,16.66703,0,0,0,15.89433,0,0,15.62622,15.12075,15.82929,0,0,0,15.17309,0,0,0,0,0,0,15.38544,0,0,17.07247,0,16.51115,16.59413,0,0,15.49011,15.16065,15.31266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.01722,0,0,15.13923,0,0,15.71535,0,0,0,0,0,15.62553,15.8313,0,0,0,0,16.10555,0,0,0,0,0,0,16.26882,0,0,15.97158,16.7019,0,0,0,0,15.54444,0,0,15.47422,0,0,0,0,0,0,15.61828,0,0,0,15.52505,0,0,0,0,0,0,0,0,0,16.51525,16.30771,0,16.32395,14.87737,0,0,0,0,0,15.4538,0,0,0,0,16.05495,0,0,0,0,16.69336,16.12942,15.23845,0
1,14.59589,0,0,0,0,0,0,0,16.23964,0,17.45222,0,0,0,18.29899,0,16.67921,0,0,15.30378,0,0,16.50351,15.72548,0,0,15.37834,0,0,0,0,0,0,0,0,0,15.97922,16.35973,0,15.48257,16.66767,0,0,15.19981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.98561,0,16.65832,0,16.8859,15.97091,0,15.97473,12.27541,15.22351,15.00893,0,0,0,0,0,0,0,0,0,0,15.21305,0,0,0,0,0,0,0,0,0,16.0293,0,16.09943,0,0,0,12.23035,0,0,0,0,0,0,15.89339,0,0,0,0,0,0,15.59849,0,0,0,0,0,0,0,0,0,0,0,15.26279,0,0,0,0,0,0,0,0,0,0,0,12.34123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13063,15.15834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67676,16.18571,15.3359,0
1,0,14.98705,0,0,14.83339,12.67635,0,0,16.16016,0,16.69902,0,13.40019,0,0,0,0,15.28637,0,15.76056,0,15.88381,16.30872,0,16.0692,0,0,13.4342,15.84166,0,0,0,15.07437,15.77723,0,0,0,0,0,0,0,0,12.54722,15.16581,0,13.44999,0,0,13.79101,13.59853,0,0,0,0,0,0,14.38945,13.46753,0,15.05547,0,0,0,0,0,14.01513,0,0,0,0,0,0,0,0,0,13.76872,13.39487,0,0,14.99786,14.48898,16.70131,0,15.20036,0,14.31221,0,0,0,15.90773,0,0,0,15.46933,0,0,0,0,13.38955,13.42116,14.66085,0,15.78542,0,0,14.19387,13.80786,15.60225,0,0,14.98061,0,0,0,0,0,14.83254,15.8694,16.55914,0,0,13.37428,0,0,0,0,0,0,0,0,0,0,0,13.65819,0,0,0,0,0,0,0,14.89319,12.99384,0,14.13599,0,0,0,0,0,0,0,15.94888,16.04694,0,0,0,13.35214,0,13.98178,13.58464,14.17706,0,14.71466,0,0,0,15.65869,16.20607,15.19675,0
1,13.27918,0,9.009925,15.3332,14.8397,12.20433,12.80009,13.38494,0,0,0,0,0,13.22815,18.17936,11.48289,13.7659,0,0,0,9.568742,0,15.7969,0,0,0,13.85667,0,0,13.7806,12.62725,13.29628,0,0,0,0,0,0,11.98053,12.86969,15.65977,0,0,12.90051,0,0,0,13.67216,13.74915,13.32457,13.53604,9.73167,0,0,0,0,14.32044,13.56894,11.80815,0,10.01391,0,9.151619,11.14781,13.33823,0,9.92535,0,0,0,0,13.53334,9.335306,8.217022,13.10643,13.68851,0,0,10.17543,0,0,0,0,0,11.90216,0,0,0,10.65041,15.63542,13.13239,0,12.52265,0,0,10.68484,9.146568,0,13.35883,13.33416,14.06714,11.13143,14.9729,0,13.2464,14.25025,0,11.14586,0,9.363654,0,0,0,10.94641,0,0,0,0,0,10.09217,10.21785,0,10.02363,0,0,0,0,10.65114,0,8.656336,0,10.93821,14.2302,13.46199,0,0,14.93149,11.8311,11.93176,0,0,0,13.05479,0,0,0,0,10.79569,0,14.84967,0,0,15.44376,15.61083,0,0,13.8428,0,12.30946,13.95292,0,0,9.122532,0,0,0,8.628301,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,13.27048,0,0,0,16.43255,0,0,0,0,0,0,0,0,0,0,0,0,13.3716,0,0,0,0,0,0,0,0,0,0,15.83042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.85641,0,0,14.95962,0,0,0,0,0,14.17712,0,12.86823,0,0,0,0,0,0,0,13.76315,0,0,0,13.51247,0,0,0,13.31527,0,0,13.93143,0,0,15.48089,0,0,0,0,0,0,0,0,0,0,0,0,14.96335,0,0,0,0,0,0,0,0,0,0,0,0,13.70683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.92598,13.97167,0,0,13.91134,0,0,0,0,14.83538,0,0,0,0,0,0,0,0,0,13.96171,0,0,0,0,0,0,0,0,0,0,0
